transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date
2191,15-04-2023,08-09-2023,IDR,$10975.78,Expense,Technology,Cloud Services,Quinu,Credit Card,Business Development,CC-551 ,Posted,INV-80679,11-04-2024,03-06-2025
2192,13-07-2024,25-02-2023,BRL,$128406.73,Income,Sales,Rent,Avamba,Credit Card,Marketing,CC-246 ,Pending,INV-87467,07-02-2023,12/13/2023
2193,24-06-2024,,PHP,$72000.76,Income,Administration,Logistics,Teklist,Credit Card,Human Resources,CC-715 ,Posted,INV-16946,01-11-2024,7/15/2023
2194,04-11-2024,03-01-2024,CNY,$173860.14,Expense,Operations,Advertising,Tagchat,Credit Card,Business Development,CC-314 ,Posted,INV-96035,1/29/2024,10/17/2023
2195,20-04-2024,09-02-2023,THB,$46472.53,Income,Technology,Rent,Realpoint,UPI,Training,CC-139 ,Reversed,INV-54300,05-10-2023,7/22/2023
2196,29-10-2023,18-04-2023,PHP,$31041.84,Transfer,Operations,Rent,Vinte,Bank Transfer,Accounting,CC-709 ,Pending,INV-40779,05-02-2023,10/18/2023
2197,12-11-2024,,JPY,$40465.19,Transfer,Administration,Salaries,Fliptune,Debit Card,Business Development,CC-256 ,Reversed,INV-15220,12/29/2024,03-06-2024
2198,28-02-2024,07-02-2023,EUR,$59674.22,Income,Marketing,Salaries,Myworks,Credit Card,Human Resources,CC-464 ,Posted,INV-65822,4/21/2024,08-01-2024
2199,01-06-2024,06-02-2023,CNY,$139594.89,Expense,Operations,Salaries,Meezzy,Debit Card,Business Development,CC-754 ,Posted,INV-48794,1/24/2025,3/24/2024
2200,30-10-2023,16-07-2023,CNY,$-25728.29,Expense,Administration,Rent,Devbug,Bank Transfer,Training,CC-573 ,Reversed,INV-65975,10/28/2024,12/15/2023
2201,09-03-2024,29-10-2024,RUB,$45330.73,Expense,Payroll,Rent,Yata,Cash,Engineering,CC-066 ,Posted,INV-51517,05-08-2024,3/27/2025
2202,12-09-2024,,CNY,$94333.37,Expense,Technology,Logistics,Jabbersphere,Debit Card,Support,CC-945 ,Reversed,INV-87862,11/25/2023,12/30/2024
2203,09-12-2023,17-12-2024,PHP,$116690.56,Transfer,Administration,Cloud Services,Podcat,Credit Card,Research and Development,CC-183 ,Pending,INV-29488,10-10-2023,11/15/2023
2204,04-03-2023,17-12-2023,CNY,$12842.46,Transfer,Technology,Salaries,Quire,Bank Transfer,Support,CC-131 ,Pending,INV-83274,10/16/2023,2/24/2025
2205,06-11-2023,01-03-2023,PLN,$18662.88,Expense,Payroll,Rent,Quatz,UPI,Support,CC-727 ,Pending,INV-17332,1/28/2024,10/15/2024
2206,09-02-2023,14-10-2024,IDR,$175696.29,Income,Operations,Rent,Edgeify,UPI,Engineering,CC-954 ,Pending,INV-55778,11/20/2024,3/20/2024
2207,12-11-2023,31-07-2024,THB,$-24036.95,Income,Technology,Salaries,Devcast,Debit Card,Support,CC-975 ,Failed,INV-29006,2/19/2024,10/26/2023
2208,19-06-2023,24-10-2024,RUB,$71676.16,Income,Sales,Advertising,Twiyo,Debit Card,Sales,CC-869 ,Posted,INV-86561,05-09-2023,1/25/2024
2209,19-11-2024,07-04-2023,SEK,$35279.03,Transfer,Marketing,Salaries,Omba,Cash,Research and Development,CC-353 ,Failed,INV-29821,6/19/2023,01-05-2023
2210,30-01-2023,11-07-2024,MXN,$182407.85,Income,Payroll,Cloud Services,Kwideo,Debit Card,Marketing,CC-748 ,Pending,INV-34241,05-03-2023,06-07-2023
2211,05-07-2023,24-07-2024,PEN,$158670.60,Expense,Technology,Advertising,Yoveo,Credit Card,Sales,CC-273 ,Reversed,INV-78612,07-02-2024,01-10-2023
2212,05-01-2024,,CNY,$-40874.39,Expense,Marketing,Software Subscriptions,Vinte,Credit Card,Accounting,CC-675 ,Pending,INV-69083,9/13/2023,07-07-2024
2213,18-07-2023,16-04-2023,RUB,$49387.54,Expense,Marketing,Logistics,Topicstorm,Cash,Support,CC-973 ,Failed,INV-56351,10/27/2023,06-05-2023
2214,09-08-2024,21-01-2024,NOK,$-19636.97,Transfer,Marketing,Advertising,Vinder,UPI,Marketing,CC-450 ,Reversed,INV-61077,8/20/2024,1/30/2024
2215,26-09-2024,22-06-2023,JPY,$55610.93,Expense,Marketing,Rent,Thoughtsphere,Credit Card,Business Development,CC-529 ,Reversed,INV-78177,04-10-2024,12/26/2023
2216,07-07-2024,07-06-2024,CNY,$43297.70,Transfer,Sales,Software Subscriptions,Cogidoo,Bank Transfer,Accounting,CC-744 ,Failed,INV-65545,01-04-2024,6/16/2023
2217,28-02-2024,26-02-2023,LBP,$-8920.49,Transfer,Administration,Advertising,Dablist,Debit Card,Training,CC-449 ,Failed,INV-52548,6/24/2024,1/25/2024
2218,06-06-2024,08-04-2024,EUR,$156751.04,Transfer,Operations,Software Subscriptions,Edgeblab,Bank Transfer,Services,CC-500 ,Pending,INV-60857,11-10-2023,1/20/2023
2219,14-08-2024,15-02-2023,IDR,$53717.49,Transfer,Administration,Software Subscriptions,Realmix,Bank Transfer,Legal,CC-774 ,Posted,INV-69147,9/28/2024,9/15/2023
2220,24-09-2024,,BRL,$-34512.23,Expense,Technology,Software Subscriptions,Youfeed,UPI,Business Development,CC-238 ,Reversed,INV-45136,06-01-2024,11/15/2024
2221,24-12-2023,24-05-2023,LTL,$126989.94,Transfer,Technology,Cloud Services,Dynazzy,Bank Transfer,Accounting,CC-508 ,Posted,INV-34348,06-03-2023,9/22/2023
2222,29-11-2024,02-02-2024,COP,$-1950.65,Transfer,Operations,Advertising,Devify,Debit Card,Sales,CC-074 ,Pending,INV-13419,1/24/2023,1/31/2024
2223,12-04-2023,30-07-2024,RUB,$104439.01,Expense,Marketing,Salaries,LiveZ,Credit Card,Marketing,CC-963 ,Reversed,INV-98464,3/23/2024,06-05-2023
2224,13-02-2024,24-09-2023,CNY,$163856.81,Transfer,Payroll,Salaries,Teklist,Bank Transfer,Services,CC-017 ,Reversed,INV-08320,07-12-2023,10-05-2024
2225,24-03-2024,,VND,$172699.41,Expense,Sales,Advertising,Kwilith,Debit Card,Legal,CC-848 ,Posted,INV-02221,4/14/2023,10-06-2024
2226,09-05-2023,05-07-2023,IDR,$189703.74,Transfer,Payroll,Cloud Services,Yombu,Bank Transfer,Training,CC-189 ,Pending,INV-00252,8/15/2023,8/16/2024
2227,17-03-2024,02-06-2024,CNY,$56481.79,Transfer,Payroll,Cloud Services,Agimba,Credit Card,Human Resources,CC-049 ,Posted,INV-65729,8/29/2023,10-03-2024
2228,11-06-2024,02-01-2023,RUB,$130936.38,Expense,Administration,Software Subscriptions,Dabvine,Cash,Sales,CC-629 ,Posted,INV-27311,3/15/2025,11/14/2023
2229,04-10-2023,26-03-2023,IDR,$171127.70,Income,Sales,Cloud Services,Topicblab,UPI,Research and Development,CC-362 ,Posted,INV-99850,5/22/2024,5/15/2023
2230,18-11-2024,12-08-2023,IDR,$-12198.77,Transfer,Technology,Logistics,Voomm,Debit Card,Training,CC-492 ,Posted,INV-12957,10-07-2023,01-02-2023
2231,22-12-2024,26-02-2023,RUB,$153054.31,Transfer,Administration,Cloud Services,Yombu,Bank Transfer,Services,CC-143 ,Posted,INV-73636,4/30/2023,07-05-2023
2232,18-09-2023,,BRL,$-798.83,Income,Payroll,Cloud Services,BlogXS,Bank Transfer,Support,CC-075 ,Posted,INV-90192,12/13/2024,10/14/2024
2233,22-12-2023,21-10-2023,EUR,$92776.34,Expense,Marketing,Salaries,Flashset,Bank Transfer,Research and Development,CC-443 ,Failed,INV-66790,4/24/2024,06-01-2023
2234,31-01-2024,02-12-2024,RUB,$68439.36,Expense,Payroll,Software Subscriptions,Trunyx,Credit Card,Human Resources,CC-526 ,Reversed,INV-76091,04-02-2023,1/29/2025
2235,13-12-2023,14-04-2024,HNL,$198187.70,Transfer,Administration,Logistics,Trupe,UPI,Marketing,CC-907 ,Failed,INV-45865,01-12-2023,04-08-2023
2236,25-03-2024,11-06-2024,PLN,$197975.47,Expense,Marketing,Cloud Services,Dabfeed,UPI,Training,CC-899 ,Pending,INV-48870,6/29/2024,4/24/2024
2237,12-10-2023,08-01-2024,EUR,$8727.74,Expense,Sales,Cloud Services,Browsebug,Debit Card,Accounting,CC-102 ,Failed,INV-89874,4/30/2023,08-11-2024
2238,22-09-2023,06-08-2024,PLN,$32129.17,Expense,Technology,Rent,Youopia,Cash,Sales,CC-700 ,Failed,INV-61443,06-06-2023,1/15/2023
2239,16-03-2024,24-05-2024,CNY,$102726.02,Transfer,Marketing,Rent,Avamm,Credit Card,Sales,CC-771 ,Pending,INV-35227,1/26/2025,2/15/2025
2240,15-10-2024,15-06-2023,NPR,$73707.13,Expense,Operations,Rent,Eare,Cash,Human Resources,CC-787 ,Reversed,INV-96079,3/22/2023,10/13/2023
2241,16-03-2024,24-04-2023,BRL,$16880.48,Expense,Payroll,Logistics,Brightdog,UPI,Support,CC-816 ,Posted,INV-25966,04-09-2023,7/14/2024
2242,13-08-2024,29-07-2023,CNY,$64098.59,Income,Operations,Advertising,Fivechat,Cash,Marketing,CC-099 ,Pending,INV-78463,11/26/2023,10/31/2024
2243,16-04-2024,14-10-2024,IDR,$94333.72,Transfer,Sales,Rent,Dabtype,Cash,Support,CC-392 ,Reversed,INV-91892,4/23/2023,12-07-2023
2244,17-12-2024,23-07-2023,IDR,$83828.04,Transfer,Marketing,Cloud Services,Youspan,Credit Card,Training,CC-596 ,Posted,INV-14542,03-05-2024,3/24/2025
2245,15-04-2023,10-02-2023,RUB,$187126.47,Income,Payroll,Cloud Services,Divanoodle,Debit Card,Training,CC-508 ,Failed,INV-07057,02-12-2024,01-11-2023
2246,01-04-2024,12-08-2023,CNY,$18813.77,Income,Marketing,Cloud Services,Gigabox,Bank Transfer,Support,CC-792 ,Pending,INV-37658,11-05-2024,01-05-2023
2247,19-07-2023,07-08-2024,IDR,$171475.13,Expense,Payroll,Software Subscriptions,Reallinks,Debit Card,Research and Development,CC-006 ,Posted,INV-80060,4/13/2023,08-11-2024
2248,06-12-2023,09-04-2024,RUB,$108369.64,Transfer,Payroll,Software Subscriptions,Blogspan,Bank Transfer,Human Resources,CC-665 ,Failed,INV-79631,07-11-2023,07-07-2023
2249,23-11-2023,05-10-2024,IDR,$194900.20,Transfer,Technology,Logistics,Zazio,Cash,Product Management,CC-988 ,Failed,INV-33504,11-10-2024,11-10-2023
2250,08-02-2023,21-09-2024,BRL,$3444.73,Transfer,Payroll,Cloud Services,Eayo,Credit Card,Product Management,CC-013 ,Pending,INV-58444,1/31/2023,6/25/2024
2251,27-11-2024,22-05-2024,BRL,$13570.05,Transfer,Marketing,Cloud Services,Realblab,UPI,Training,CC-071 ,Reversed,INV-97617,2/28/2025,06-03-2023
2252,03-04-2024,19-01-2023,CNY,$121114.24,Transfer,Sales,Rent,Browsecat,UPI,Human Resources,CC-535 ,Posted,INV-55889,2/25/2024,12/30/2024
2253,09-06-2024,08-09-2024,PLN,$161197.73,Expense,Technology,Advertising,Flipopia,Bank Transfer,Sales,CC-214 ,Pending,INV-89127,9/13/2024,11/15/2024
2254,20-09-2024,25-04-2023,BAM,$79751.95,Expense,Operations,Logistics,Nlounge,Debit Card,Sales,CC-572 ,Reversed,INV-80300,6/28/2023,04-09-2024
2255,08-06-2023,29-09-2023,BRL,$2398.73,Expense,Operations,Logistics,Photobean,Debit Card,Sales,CC-157 ,Failed,INV-26020,08-04-2023,12/20/2024
2256,04-06-2024,15-07-2023,IDR,$117532.52,Transfer,Operations,Salaries,Gabspot,Debit Card,Product Management,CC-610 ,Pending,INV-75314,1/27/2023,3/16/2024
2257,30-12-2024,16-08-2023,KMF,$164366.98,Income,Sales,Rent,Jabbertype,Bank Transfer,Sales,CC-316 ,Reversed,INV-40620,1/19/2023,11-06-2023
2258,01-06-2023,09-01-2024,JPY,$37509.45,Transfer,Technology,Software Subscriptions,Yambee,Bank Transfer,Accounting,CC-360 ,Pending,INV-42524,2/29/2024,2/28/2023
2259,23-03-2023,,VEF,$4196.75,Transfer,Administration,Logistics,Jabbercube,Credit Card,Product Management,CC-867 ,Posted,INV-36110,3/23/2025,10-06-2023
2260,08-08-2024,23-10-2023,SEK,$-35180.70,Transfer,Administration,Cloud Services,Buzzbean,Bank Transfer,Legal,CC-071 ,Pending,INV-56595,05-06-2024,08-08-2023
2261,14-09-2023,09-11-2023,JPY,$-27877.66,Expense,Operations,Logistics,Avavee,Debit Card,Accounting,CC-906 ,Failed,INV-38894,06-06-2024,11-11-2024
2262,21-05-2023,10-11-2024,BRL,$98944.35,Transfer,Marketing,Advertising,Miboo,Bank Transfer,Sales,CC-834 ,Reversed,INV-41004,12-02-2024,6/15/2024
2263,10-07-2023,05-10-2024,PLN,$181709.95,Transfer,Operations,Software Subscriptions,Youspan,Credit Card,Research and Development,CC-036 ,Reversed,INV-82915,06-06-2023,11-09-2023
2264,13-01-2024,22-05-2024,CNY,$109393.84,Transfer,Technology,Cloud Services,Topicware,Bank Transfer,Research and Development,CC-943 ,Failed,INV-36065,09-04-2023,05-03-2023
2265,22-01-2024,21-12-2023,CNY,$141205.68,Transfer,Sales,Salaries,Lazzy,Credit Card,Business Development,CC-487 ,Reversed,INV-43395,04-04-2023,01-06-2023
2266,26-09-2024,09-08-2023,EUR,$-42363.39,Income,Marketing,Logistics,Livetube,UPI,Services,CC-445 ,Posted,INV-17610,08-08-2024,12/29/2023
2267,21-03-2023,24-04-2023,IDR,$68937.78,Income,Marketing,Logistics,Livetube,Cash,Services,CC-743 ,Reversed,INV-26208,4/17/2023,2/19/2024
2268,28-10-2023,,COP,$132249.68,Expense,Marketing,Logistics,Buzzshare,Cash,Human Resources,CC-809 ,Reversed,INV-34561,06-12-2023,7/13/2024
2269,07-09-2023,30-05-2023,EUR,$153478.04,Income,Sales,Salaries,Linkbuzz,Debit Card,Services,CC-411 ,Failed,INV-65470,2/20/2024,09-10-2023
2270,05-08-2024,06-07-2023,RUB,$150576.06,Expense,Marketing,Logistics,Zoombox,UPI,Marketing,CC-418 ,Failed,INV-71083,4/17/2024,10-04-2023
2271,26-10-2024,10-03-2023,EUR,$140682.72,Income,Operations,Logistics,Mudo,Bank Transfer,Human Resources,CC-151 ,Failed,INV-74407,10-09-2023,3/15/2024
2272,27-08-2023,21-03-2023,CAD,$-5156.16,Income,Marketing,Logistics,Plajo,Debit Card,Research and Development,CC-400 ,Reversed,INV-35258,2/27/2023,09-07-2024
2273,28-12-2023,04-10-2024,IDR,$56659.28,Transfer,Marketing,Cloud Services,Kwinu,Cash,Support,CC-919 ,Posted,INV-26676,04-09-2024,09-11-2024
2274,25-07-2024,13-07-2023,USD,$97776.46,Income,Marketing,Advertising,Zoomdog,Cash,Engineering,CC-129 ,Reversed,INV-60159,3/19/2025,2/17/2024
2275,21-12-2024,07-07-2024,HTG,$-10519.90,Income,Technology,Salaries,Thoughtstorm,UPI,Legal,CC-203 ,Posted,INV-65505,12/25/2024,12/19/2023
2276,05-09-2023,30-04-2024,CNY,$-16087.09,Income,Technology,Rent,Myworks,UPI,Sales,CC-490 ,Failed,INV-52714,03-07-2024,11-08-2023
2277,05-10-2023,03-02-2024,SEK,$18520.00,Transfer,Marketing,Logistics,Skaboo,Cash,Human Resources,CC-806 ,Failed,INV-84556,9/23/2024,06-08-2023
2278,28-07-2024,,EUR,$70966.46,Transfer,Sales,Rent,Riffwire,Credit Card,Research and Development,CC-237 ,Posted,INV-58570,10/13/2023,8/22/2024
2279,22-05-2024,26-04-2023,CNY,$103688.71,Transfer,Operations,Salaries,Feedbug,Credit Card,Legal,CC-026 ,Reversed,INV-78140,12-12-2024,02-12-2025
2280,16-02-2024,17-04-2024,CNY,$107952.68,Transfer,Payroll,Logistics,Browseblab,Cash,Support,CC-248 ,Failed,INV-29288,09-11-2024,3/14/2023
2281,11-10-2024,29-07-2023,KZT,$86532.85,Income,Technology,Software Subscriptions,Tanoodle,Credit Card,Engineering,CC-710 ,Posted,INV-37941,04-04-2024,8/21/2024
2282,07-12-2023,18-07-2024,VND,$33500.29,Income,Marketing,Salaries,Yabox,UPI,Engineering,CC-359 ,Failed,INV-65868,01-09-2025,6/29/2024
2283,25-06-2024,17-06-2023,EUR,$-49942.55,Income,Marketing,Software Subscriptions,DabZ,UPI,Training,CC-031 ,Posted,INV-98833,10/15/2023,02-03-2023
2284,01-02-2023,29-02-2024,UGX,$-13732.37,Income,Sales,Cloud Services,Avamm,Cash,Human Resources,CC-480 ,Pending,INV-20566,04-06-2024,05-05-2023
2285,21-03-2023,,THB,$166953.95,Expense,Sales,Salaries,Lajo,Debit Card,Product Management,CC-339 ,Failed,INV-27658,04-05-2023,12/13/2024
2286,22-02-2023,10-04-2024,CNY,$107048.01,Transfer,Operations,Rent,Jaxspan,UPI,Product Management,CC-623 ,Pending,INV-58784,12-11-2023,8/19/2024
2287,22-07-2024,27-07-2023,RUB,$85893.19,Income,Payroll,Software Subscriptions,Fliptune,Debit Card,Engineering,CC-776 ,Reversed,INV-63551,1/27/2023,10/18/2023
2288,10-09-2023,07-02-2023,EUR,$86598.17,Income,Technology,Logistics,Divanoodle,Cash,Product Management,CC-316 ,Failed,INV-53370,01-03-2023,10/22/2024
2289,07-04-2023,16-07-2024,CNY,$85719.62,Income,Administration,Software Subscriptions,Kare,Cash,Services,CC-412 ,Pending,INV-87546,10-03-2023,12/16/2024
2290,26-10-2024,19-05-2023,AMD,$186245.64,Income,Administration,Software Subscriptions,Lazz,Debit Card,Marketing,CC-360 ,Posted,INV-42555,2/20/2025,08-08-2023
2291,16-10-2023,06-10-2024,GTQ,$117092.39,Income,Sales,Cloud Services,Trilia,Debit Card,Accounting,CC-748 ,Failed,INV-19569,01-09-2023,02-08-2023
2292,16-10-2024,19-11-2024,SEK,$48628.46,Transfer,Payroll,Advertising,Omba,Bank Transfer,Training,CC-772 ,Posted,INV-88479,3/31/2023,1/14/2025
2293,27-10-2024,14-06-2024,CNY,$32898.23,Expense,Marketing,Rent,Brightdog,Cash,Services,CC-354 ,Failed,INV-58439,04-01-2024,7/25/2024
2294,06-06-2024,19-08-2024,PHP,$187156.56,Expense,Sales,Cloud Services,Kamba,Cash,Research and Development,CC-715 ,Reversed,INV-76825,10/14/2023,12-07-2024
2295,02-01-2024,09-10-2023,JMD,$113369.69,Income,Administration,Salaries,Yakijo,Bank Transfer,Human Resources,CC-663 ,Pending,INV-11616,12/14/2024,01-07-2023
2296,08-04-2023,10-06-2024,IRR,$45328.55,Transfer,Marketing,Rent,Realblab,Bank Transfer,Legal,CC-953 ,Reversed,INV-96119,7/29/2023,07-10-2024
2297,14-07-2024,05-08-2023,EUR,$-4852.94,Transfer,Sales,Logistics,Realblab,Debit Card,Sales,CC-305 ,Reversed,INV-15093,05-11-2024,2/22/2024
2298,08-02-2024,11-09-2024,IDR,$139832.74,Expense,Technology,Advertising,Voonte,Credit Card,Support,CC-306 ,Posted,INV-67062,11/20/2023,10/21/2023
2299,26-01-2024,24-08-2024,CNY,$-28044.18,Income,Administration,Software Subscriptions,Realfire,Debit Card,Human Resources,CC-843 ,Failed,INV-33321,9/15/2024,2/22/2023
2300,22-06-2024,13-06-2024,THB,$48940.19,Expense,Technology,Advertising,Leexo,Debit Card,Human Resources,CC-115 ,Reversed,INV-28261,10/23/2023,1/15/2024
2301,18-05-2023,,CZK,$105874.67,Transfer,Marketing,Advertising,Photojam,Bank Transfer,Research and Development,CC-089 ,Reversed,INV-91432,11-11-2024,07-05-2023
2302,24-04-2024,10-11-2023,CNY,$89417.97,Expense,Sales,Advertising,Topiclounge,Debit Card,Product Management,CC-559 ,Pending,INV-82546,02-03-2025,10/31/2024
2303,05-08-2024,29-12-2023,BRL,$155976.06,Expense,Marketing,Cloud Services,Avamba,Credit Card,Product Management,CC-045 ,Pending,INV-68500,8/22/2023,10/14/2023
2304,17-07-2024,18-05-2023,BRL,$107766.37,Expense,Sales,Rent,Divavu,Cash,Services,CC-424 ,Pending,INV-35278,07-01-2024,01-09-2024
2305,04-05-2023,19-07-2023,CNY,$-42376.84,Expense,Sales,Rent,Flashdog,UPI,Accounting,CC-030 ,Reversed,INV-74351,6/20/2024,7/19/2024
2306,01-02-2024,04-08-2023,IDR,$-20813.16,Income,Sales,Logistics,Oyoba,Cash,Legal,CC-894 ,Failed,INV-08619,1/20/2023,11/28/2024
2307,20-03-2023,08-11-2023,PHP,$78503.65,Expense,Technology,Cloud Services,Eadel,Cash,Training,CC-812 ,Failed,INV-25918,09-09-2024,2/17/2024
2308,08-11-2023,10-06-2024,SEK,$181377.66,Transfer,Administration,Logistics,Oloo,Bank Transfer,Sales,CC-776 ,Posted,INV-16278,6/22/2024,08-06-2024
2309,04-05-2024,14-12-2024,CNY,$130059.04,Expense,Administration,Salaries,Twitterbridge,Credit Card,Sales,CC-376 ,Failed,INV-48201,5/14/2023,11-03-2023
2310,02-05-2024,27-04-2024,IRR,$29680.76,Expense,Sales,Logistics,Tazz,Cash,Services,CC-394 ,Pending,INV-24065,10-03-2024,03-06-2024
2311,04-01-2024,10-08-2024,EUR,$53588.12,Transfer,Technology,Cloud Services,Roomm,UPI,Accounting,CC-487 ,Failed,INV-37783,9/20/2023,2/25/2023
2312,22-09-2024,17-03-2024,EUR,$131875.92,Income,Operations,Cloud Services,Chatterbridge,UPI,Support,CC-858 ,Reversed,INV-19178,11-07-2024,10/31/2023
2313,05-11-2024,08-07-2024,PHP,$79940.63,Transfer,Payroll,Logistics,Youtags,Cash,Engineering,CC-797 ,Reversed,INV-37748,1/16/2025,07-06-2024
2314,12-12-2024,01-05-2023,CNY,$68040.31,Expense,Marketing,Salaries,Yabox,Bank Transfer,Sales,CC-199 ,Reversed,INV-23608,6/27/2024,3/22/2025
2315,09-06-2024,24-09-2023,EUR,$118603.42,Transfer,Administration,Logistics,Yadel,UPI,Sales,CC-705 ,Pending,INV-79343,02-02-2024,11-08-2024
2316,21-12-2023,27-07-2023,ILS,$57549.57,Income,Technology,Advertising,Yata,Debit Card,Business Development,CC-713 ,Pending,INV-77401,6/16/2024,5/26/2024
2317,12-11-2024,30-10-2024,CNY,$23783.31,Expense,Sales,Salaries,Photojam,Credit Card,Support,CC-353 ,Failed,INV-96340,11/22/2023,07-10-2023
2318,29-08-2023,09-02-2023,CNY,$194925.91,Transfer,Administration,Salaries,Zoovu,Cash,Training,CC-949 ,Posted,INV-48451,5/13/2024,12/22/2024
2319,18-01-2024,29-11-2023,JPY,$35273.85,Expense,Marketing,Rent,Skyndu,UPI,Product Management,CC-252 ,Pending,INV-32047,7/15/2024,08-05-2023
2320,07-07-2023,27-12-2023,CNY,$56654.35,Expense,Administration,Logistics,Fatz,Credit Card,Product Management,CC-207 ,Pending,INV-57092,7/22/2023,7/21/2023
2321,26-02-2023,,PHP,$-5329.01,Income,Operations,Logistics,Realfire,Cash,Business Development,CC-967 ,Failed,INV-85660,1/15/2025,06-02-2024
2322,12-11-2023,31-05-2023,EUR,$190780.13,Income,Sales,Logistics,Cogilith,UPI,Legal,CC-742 ,Reversed,INV-98661,12-01-2024,02-12-2023
2323,14-12-2023,02-02-2024,USD,$26178.43,Transfer,Technology,Advertising,Zoovu,Cash,Support,CC-098 ,Posted,INV-83155,1/13/2023,01-01-2025
2324,20-03-2024,13-09-2023,IDR,$63171.11,Income,Sales,Cloud Services,Chatterpoint,Debit Card,Legal,CC-057 ,Pending,INV-57854,09-04-2023,4/24/2023
2325,25-07-2023,18-03-2024,KZT,$-35517.70,Transfer,Technology,Logistics,Jabberbean,UPI,Training,CC-992 ,Posted,INV-46397,3/27/2025,7/21/2024
2326,14-01-2024,14-10-2023,USD,$-10483.37,Transfer,Sales,Advertising,Realmix,Credit Card,Marketing,CC-483 ,Failed,INV-81161,12/16/2023,09-04-2024
2327,01-05-2024,,AFN,$96374.87,Income,Technology,Salaries,Leexo,UPI,Support,CC-838 ,Failed,INV-41399,4/19/2024,07-08-2024
2328,07-04-2024,27-09-2023,XAF,$16605.03,Expense,Technology,Advertising,Kimia,Bank Transfer,Services,CC-994 ,Failed,INV-84588,8/14/2023,04-08-2024
2329,27-04-2024,07-08-2024,EUR,$85880.42,Transfer,Administration,Rent,Thoughtworks,Debit Card,Support,CC-915 ,Reversed,INV-00218,4/23/2024,5/18/2024
2330,24-05-2023,26-04-2024,THB,$5870.32,Expense,Technology,Salaries,Ailane,Debit Card,Research and Development,CC-082 ,Pending,INV-35103,5/31/2023,11/27/2024
2331,26-04-2023,27-01-2024,CNY,$14228.20,Expense,Technology,Rent,Edgewire,Credit Card,Research and Development,CC-546 ,Posted,INV-01992,10/18/2024,12-01-2023
2332,08-11-2024,13-06-2024,CAD,$101180.13,Transfer,Sales,Rent,Youopia,Bank Transfer,Business Development,CC-817 ,Posted,INV-49846,05-06-2024,03-11-2024
2333,16-12-2024,15-09-2024,CNY,$171819.46,Expense,Payroll,Salaries,Flashdog,Bank Transfer,Human Resources,CC-088 ,Posted,INV-98889,11-08-2024,01-03-2025
2334,21-04-2024,26-09-2024,PHP,$10190.64,Transfer,Operations,Salaries,Feedmix,Cash,Services,CC-680 ,Failed,INV-83266,3/25/2025,10/19/2023
2335,20-12-2024,12-01-2024,CNY,$55320.47,Expense,Payroll,Advertising,Meejo,Cash,Research and Development,CC-016 ,Posted,INV-23667,3/23/2023,10-09-2024
2336,19-03-2023,24-07-2024,IDR,$148687.01,Income,Administration,Rent,Demimbu,Credit Card,Services,CC-237 ,Failed,INV-53764,08-04-2024,3/13/2024
2337,05-09-2024,12-06-2023,CNY,$135180.02,Transfer,Marketing,Advertising,Zoombeat,Credit Card,Business Development,CC-940 ,Pending,INV-19640,6/30/2023,8/31/2024
2338,21-09-2024,06-03-2024,HRK,$192111.28,Transfer,Payroll,Rent,Quamba,Cash,Human Resources,CC-302 ,Reversed,INV-10625,1/31/2024,2/19/2025
2339,01-12-2024,30-10-2023,PLN,$-15040.44,Income,Marketing,Salaries,Topiclounge,Bank Transfer,Product Management,CC-780 ,Failed,INV-27619,2/18/2024,6/13/2023
2340,29-02-2024,26-01-2023,RUB,$148562.49,Expense,Payroll,Cloud Services,JumpXS,UPI,Accounting,CC-077 ,Pending,INV-95519,3/30/2023,03-12-2025
2341,07-04-2023,16-06-2023,CNY,$104417.24,Expense,Administration,Salaries,Roodel,Cash,Engineering,CC-514 ,Failed,INV-70310,11-07-2024,01-11-2023
2342,09-05-2023,22-02-2023,IDR,$-35467.90,Income,Marketing,Advertising,Vimbo,UPI,Research and Development,CC-205 ,Failed,INV-48607,01-12-2023,12/18/2024
2343,06-08-2023,26-04-2024,HNL,$23894.87,Expense,Administration,Advertising,Photobug,Debit Card,Services,CC-350 ,Reversed,INV-24468,6/22/2024,06-08-2024
2344,21-02-2024,21-12-2023,SEK,$153815.75,Income,Payroll,Software Subscriptions,Vitz,Debit Card,Product Management,CC-060 ,Reversed,INV-50231,06-09-2023,03-10-2024
2345,21-10-2023,23-09-2023,SEK,$-25687.08,Income,Administration,Software Subscriptions,Wordtune,UPI,Support,CC-614 ,Reversed,INV-70122,08-02-2024,9/30/2023
2346,10-07-2023,,RUB,$77211.86,Expense,Administration,Rent,Ntag,Debit Card,Legal,CC-542 ,Failed,INV-50913,11/29/2023,10-11-2024
2347,14-05-2024,03-06-2023,CNY,$-13517.36,Income,Marketing,Advertising,Zoovu,UPI,Support,CC-061 ,Failed,INV-69747,11-04-2023,9/18/2023
2348,06-04-2024,,JPY,$186895.50,Transfer,Technology,Logistics,Photobug,UPI,Business Development,CC-034 ,Pending,INV-87576,2/15/2023,01-11-2024
2349,04-03-2024,17-08-2023,CAD,$85430.17,Income,Administration,Software Subscriptions,Ntags,Credit Card,Sales,CC-145 ,Failed,INV-72528,9/20/2023,03-02-2024
