transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date,expense
2991,29-03-2023,14-06-2023,LAK,103161.73,Expense,Administration,Cloud Services,Photobean,Debit Card,Training,CC-814 ,Failed,INV-26647,22-07-2024,26-08-2024,0
2992,24-06-2024,29-09-2023,IDR,0,Transfer,Administration,Logistics,Gevee,UPI,Product Management,CC-719 ,Pending,INV-74434,27-06-2023,05-08-2024,40694.33
2993,14-01-2023,12-05-2024,AMD,7320.3,Transfer,Administration,Advertising,Demivee,Debit Card,Legal,CC-933 ,Posted,INV-81480,20-12-2024,19-11-2023,0
2994,22-08-2024,08-09-2024,RUB,129468.03,Expense,Operations,Software Subscriptions,Divanoodle,Debit Card,Legal,CC-072 ,Posted,INV-46381,20-04-2023,11-08-2023,0
2995,23-09-2024,28-04-2024,COP,10524.22,Expense,Operations,Cloud Services,Brainbox,Bank Transfer,Product Management,CC-711 ,Failed,INV-16725,18-03-2025,01-10-2024,0
2996,19-05-2023,04-06-2024,CNY,182772.51,Income,Payroll,Advertising,Shuffledrive,Credit Card,Business Development,CC-069 ,Reversed,INV-26678,04-11-2023,05-12-2023,0
2997,21-07-2024,16-03-2024,RUB,182281.32,Transfer,Sales,Advertising,Feedfish,Cash,Marketing,CC-543 ,Posted,INV-83088,13-10-2023,09-02-2023,0
2998,04-12-2024,,RUB,0,Transfer,Payroll,Software Subscriptions,Riffpedia,UPI,Training,CC-560 ,Pending,INV-79682,01-02-2025,13-05-2024,20662.35
2999,18-04-2023,07-12-2023,PLN,114933.49,Transfer,Sales,Salaries,Skibox,Credit Card,Support,CC-573 ,Reversed,INV-90409,09-12-2024,19-09-2024,0
3000,12-03-2023,,CAD,193296.48,Income,Technology,Salaries,Kanoodle,Credit Card,Research and Development,CC-038 ,Pending,INV-98146,26-02-2025,17-06-2024,0
3001,02-09-2023,26-02-2024,PHP,186815.41,Income,Administration,Software Subscriptions,Katz,Cash,Product Management,CC-277 ,Pending,INV-08612,12-06-2024,07-09-2024,0
3002,14-02-2024,07-12-2023,AZN,123862.55,Expense,Administration,Advertising,Shuffletag,Bank Transfer,Support,CC-435 ,Pending,INV-09828,01-12-2025,14-04-2023,0
3003,27-08-2023,11-10-2023,CNY,126608.49,Expense,Payroll,Salaries,Thoughtstorm,Bank Transfer,Marketing,CC-064 ,Pending,INV-68788,13-02-2024,11-08-2023,0
3004,20-03-2024,31-10-2024,CHF,0,Transfer,Payroll,Rent,Edgetag,UPI,Support,CC-067 ,Posted,INV-73097,26-12-2024,16-07-2024,3211.56
3005,30-12-2024,09-03-2024,IDR,48565.23,Income,Technology,Logistics,Photojam,Debit Card,Engineering,CC-040 ,Pending,INV-91452,18-11-2023,04-09-2023,0
3006,22-03-2023,26-05-2024,IDR,24915.14,Transfer,Technology,Cloud Services,Babbleset,Credit Card,Training,CC-848 ,Failed,INV-35480,16-05-2024,15-09-2023,0
3007,08-01-2023,31-03-2023,CLP,194819,Expense,Operations,Software Subscriptions,Tekfly,UPI,Marketing,CC-601 ,Pending,INV-29769,04-02-2024,10-02-2025,0
3008,26-09-2024,16-11-2024,UAH,0,Transfer,Marketing,Salaries,Blogspan,Debit Card,Product Management,CC-863 ,Posted,INV-10902,22-07-2023,11-04-2023,9523.97
3009,05-10-2024,,EUR,17224.19,Expense,Sales,Advertising,Thoughtblab,Bank Transfer,Marketing,CC-820 ,Failed,INV-95984,04-10-2024,04-04-2023,0
3010,21-10-2024,21-07-2024,EUR,96007.51,Expense,Sales,Advertising,Jabberbean,Bank Transfer,Product Management,CC-115 ,Reversed,INV-71636,27-03-2023,16-03-2023,0
3011,05-02-2024,08-10-2024,EUR,36117.63,Transfer,Operations,Rent,Rhyzio,Debit Card,Engineering,CC-335 ,Pending,INV-51966,18-01-2025,03-05-2023,0
3012,15-02-2023,29-08-2023,EUR,51306.12,Income,Sales,Software Subscriptions,Gabspot,Debit Card,Accounting,CC-434 ,Reversed,INV-88476,21-07-2024,26-03-2025,0
3013,25-09-2024,10-12-2023,YER,51160.84,Expense,Operations,Advertising,Lazz,Credit Card,Support,CC-575 ,Pending,INV-16633,07-07-2023,07-05-2023,0
3014,08-06-2024,02-05-2024,UAH,136770.13,Income,Sales,Salaries,Twinder,UPI,Training,CC-264 ,Posted,INV-55753,28-01-2025,10-03-2024,0
3015,11-09-2024,13-08-2023,CNY,133558.14,Expense,Marketing,Salaries,Wikivu,Debit Card,Legal,CC-577 ,Failed,INV-42484,03-09-2024,26-08-2023,0
3016,23-11-2024,26-03-2023,RUB,79714.59,Income,Technology,Rent,Quatz,Credit Card,Engineering,CC-601 ,Pending,INV-08674,04-03-2024,24-05-2024,0
3017,29-01-2024,11-05-2024,CNY,88243.95,Expense,Sales,Salaries,LiveZ,Bank Transfer,Legal,CC-669 ,Pending,INV-07163,06-05-2024,10-02-2025,0
3018,19-06-2023,05-10-2023,CNY,0,Expense,Technology,Salaries,Avamba,Cash,Human Resources,CC-725 ,Failed,INV-22962,26-01-2025,13-10-2023,24807.21
3019,27-07-2024,18-06-2024,PLN,188799.32,Income,Marketing,Advertising,Nlounge,Cash,Legal,CC-977 ,Posted,INV-77777,05-05-2024,13-02-2025,0
3020,26-12-2024,01-10-2023,CNY,0,Income,Payroll,Rent,Kazio,Cash,Engineering,CC-627 ,Posted,INV-65743,25-02-2025,17-06-2024,22112.83
3021,22-06-2024,14-10-2023,CNY,0,Transfer,Sales,Cloud Services,Twitterbeat,Debit Card,Marketing,CC-522 ,Reversed,INV-28108,21-05-2023,29-12-2024,23592.14
3022,18-09-2023,02-07-2024,MAD,78382.75,Income,Payroll,Rent,Kare,Credit Card,Support,CC-787 ,Reversed,INV-02936,21-09-2024,16-11-2024,0
3023,11-06-2023,23-07-2024,CNY,15081.59,Income,Operations,Software Subscriptions,Wikibox,Bank Transfer,Services,CC-424 ,Reversed,INV-26098,18-05-2024,27-09-2024,0
3024,15-07-2024,18-05-2024,COP,0,Income,Payroll,Advertising,Fliptune,Cash,Product Management,CC-670 ,Pending,INV-05887,24-09-2024,20-10-2023,464.9
3025,10-08-2024,26-10-2023,IDR,107927.1,Expense,Payroll,Advertising,Meevee,Bank Transfer,Services,CC-859 ,Failed,INV-70029,16-11-2024,01-01-2025,0
3026,03-02-2023,06-10-2024,MYR,150696.84,Income,Technology,Cloud Services,Camido,Cash,Engineering,CC-289 ,Posted,INV-26476,17-02-2024,18-12-2023,0
3027,12-10-2024,21-01-2023,XOF,148604.86,Expense,Payroll,Rent,Fivechat,Bank Transfer,Product Management,CC-980 ,Reversed,INV-86734,17-01-2023,07-01-2024,0
3028,28-10-2024,08-07-2024,SYP,18672.4,Income,Administration,Software Subscriptions,Muxo,Debit Card,Human Resources,CC-596 ,Reversed,INV-09094,25-01-2024,05-04-2023,0
3029,24-10-2023,21-05-2023,CNY,194055.14,Income,Technology,Rent,Yoveo,Bank Transfer,Training,CC-609 ,Posted,INV-03872,12-10-2023,19-01-2023,0
3030,16-03-2023,28-09-2024,EUR,88041.86,Income,Marketing,Software Subscriptions,Eire,Credit Card,Training,CC-000 ,Reversed,INV-84320,23-03-2023,12-12-2024,0
3031,26-06-2023,25-05-2023,CNY,104635.02,Income,Administration,Salaries,Wordify,UPI,Training,CC-096 ,Reversed,INV-78409,26-12-2023,06-04-2024,0
3032,22-10-2024,18-06-2024,PHP,67282.5,Transfer,Sales,Software Subscriptions,Cogidoo,Debit Card,Marketing,CC-391 ,Failed,INV-77172,30-01-2024,01-05-2024,0
3033,21-08-2024,29-05-2024,SEK,37611.04,Transfer,Technology,Software Subscriptions,Voolia,Cash,Engineering,CC-031 ,Posted,INV-90682,28-11-2023,18-01-2025,0
3034,22-08-2023,13-03-2024,EUR,184386.8,Income,Operations,Rent,Eare,UPI,Services,CC-990 ,Pending,INV-76098,07-08-2023,08-05-2023,0
3035,08-06-2023,12-09-2023,UAH,16910.06,Income,Operations,Logistics,Bluejam,UPI,Human Resources,CC-367 ,Reversed,INV-06915,03-12-2024,18-07-2024,0
3036,03-09-2024,16-09-2023,EUR,162847.54,Income,Operations,Software Subscriptions,Quinu,Credit Card,Marketing,CC-159 ,Posted,INV-03657,08-01-2023,15-07-2024,0
3037,22-01-2024,07-09-2023,PHP,494.46,Transfer,Technology,Software Subscriptions,Tagpad,Debit Card,Services,CC-354 ,Pending,INV-97187,06-09-2023,11-03-2024,0
3038,12-03-2023,23-06-2024,CNY,115876.43,Income,Sales,Cloud Services,Photofeed,Cash,Research and Development,CC-838 ,Reversed,INV-33318,25-01-2024,26-03-2024,0
3039,16-11-2023,,BRL,72716.61,Transfer,Payroll,Logistics,Dynabox,Debit Card,Training,CC-785 ,Posted,INV-19175,12-09-2023,29-10-2023,0
3040,24-08-2023,20-03-2023,SEK,13644.59,Income,Payroll,Software Subscriptions,Flashspan,Bank Transfer,Training,CC-410 ,Posted,INV-22389,18-11-2023,25-08-2023,0
3041,13-03-2024,28-01-2023,BRL,0,Income,Payroll,Logistics,Photobug,Cash,Human Resources,CC-511 ,Pending,INV-24313,23-02-2023,13-07-2024,41404.8
3042,28-11-2023,20-09-2023,PEN,195707.77,Expense,Administration,Logistics,Fanoodle,Cash,Support,CC-863 ,Reversed,INV-14397,29-03-2025,28-12-2024,0
3043,16-08-2023,02-10-2023,GEL,152173.04,Expense,Sales,Cloud Services,Tagchat,Cash,Support,CC-902 ,Failed,INV-75309,18-11-2023,23-02-2025,0
3044,05-10-2023,21-07-2023,IDR,9894.68,Income,Payroll,Rent,Buzzster,Cash,Accounting,CC-727 ,Reversed,INV-60708,05-02-2023,05-05-2024,0
3045,02-04-2024,01-10-2023,SEK,133957.14,Transfer,Administration,Logistics,Thoughtbeat,Bank Transfer,Training,CC-646 ,Posted,INV-75856,04-12-2024,03-01-2025,0
3046,17-09-2023,06-07-2024,CNY,191735.77,Expense,Operations,Cloud Services,Cogibox,UPI,Services,CC-602 ,Pending,INV-82937,15-05-2024,13-10-2023,0
3047,16-06-2024,27-08-2023,HRK,8528.81,Transfer,Marketing,Logistics,Skipstorm,Credit Card,Product Management,CC-391 ,Failed,INV-44665,06-06-2023,13-11-2023,0
3048,26-12-2024,16-08-2023,CNY,176138.06,Expense,Administration,Advertising,Midel,Cash,Services,CC-387 ,Reversed,INV-42215,10-05-2024,20-02-2024,0
3049,10-12-2024,07-09-2023,EUR,114409.32,Transfer,Administration,Rent,Trilith,Credit Card,Training,CC-537 ,Posted,INV-90867,29-08-2024,13-01-2024,0
3050,23-04-2023,07-09-2024,CNY,163855.17,Expense,Administration,Rent,Bluezoom,UPI,Product Management,CC-871 ,Posted,INV-50515,18-05-2024,08-10-2023,0
3051,05-12-2023,21-07-2023,IDR,0,Expense,Payroll,Cloud Services,Blogspan,Debit Card,Business Development,CC-230 ,Reversed,INV-81767,21-04-2024,05-03-2024,27675.04
3052,18-06-2024,30-08-2024,PHP,194276.7,Expense,Marketing,Cloud Services,Youspan,Debit Card,Product Management,CC-484 ,Pending,INV-07751,25-02-2025,10-03-2025,0
3053,05-06-2024,22-02-2024,CNY,167319.9,Income,Technology,Cloud Services,Janyx,Debit Card,Human Resources,CC-243 ,Pending,INV-21261,04-11-2024,11-02-2025,0
3054,17-11-2024,08-08-2024,RUB,56472.75,Income,Marketing,Rent,Skilith,Debit Card,Business Development,CC-428 ,Reversed,INV-08297,02-06-2024,03-08-2023,0
3055,02-11-2024,08-05-2023,KMF,52871.08,Expense,Sales,Salaries,Dynazzy,Credit Card,Training,CC-388 ,Reversed,INV-40605,03-03-2024,23-05-2024,0
3056,27-02-2024,31-10-2023,RUB,18040.27,Transfer,Administration,Salaries,Gabcube,Bank Transfer,Accounting,CC-750 ,Failed,INV-07669,08-08-2023,02-10-2023,0
3057,11-06-2024,17-11-2023,EUR,0,Income,Operations,Rent,Aivee,Bank Transfer,Business Development,CC-687 ,Pending,INV-61037,05-04-2023,12-07-2024,12015.81
3058,30-09-2024,11-12-2024,CNY,71033.99,Expense,Operations,Salaries,Jayo,Debit Card,Training,CC-437 ,Posted,INV-41791,03-03-2023,27-03-2025,0
3059,11-09-2023,04-08-2024,SYP,0,Expense,Payroll,Salaries,Edgewire,Bank Transfer,Product Management,CC-543 ,Pending,INV-20055,06-10-2023,17-12-2023,30006.27
3060,10-04-2024,08-04-2023,UAH,24367.24,Expense,Marketing,Software Subscriptions,Jatri,Cash,Training,CC-163 ,Failed,INV-32659,27-01-2025,04-02-2023,0
3061,20-08-2024,06-03-2023,ILS,751.28,Transfer,Sales,Logistics,Kaymbo,Cash,Research and Development,CC-697 ,Failed,INV-85333,10-10-2024,27-06-2023,0
3062,22-05-2024,27-09-2023,CNY,186686.57,Expense,Marketing,Salaries,Brainbox,Cash,Business Development,CC-877 ,Failed,INV-66020,13-05-2023,25-08-2023,0
3063,15-04-2023,07-12-2023,THB,149684.09,Expense,Sales,Salaries,Devbug,Credit Card,Product Management,CC-475 ,Posted,INV-98718,31-05-2024,10-04-2023,0
3064,01-01-2023,18-07-2024,PHP,0,Income,Administration,Salaries,Ozu,Cash,Marketing,CC-700 ,Reversed,INV-05568,30-12-2024,10-05-2024,14005.17
3065,20-04-2024,02-11-2023,RUB,0,Income,Administration,Software Subscriptions,Gevee,Debit Card,Sales,CC-970 ,Posted,INV-47812,21-01-2025,25-03-2025,20250.95
3066,20-08-2023,24-12-2023,EGP,35366.16,Transfer,Technology,Salaries,Gigazoom,Debit Card,Product Management,CC-567 ,Failed,INV-91243,25-12-2024,07-09-2023,0
3067,14-02-2023,02-10-2024,EUR,94884.03,Income,Technology,Rent,Eire,Debit Card,Accounting,CC-448 ,Pending,INV-14012,13-12-2024,17-01-2024,0
3068,19-08-2024,22-05-2023,IDR,80898.45,Income,Marketing,Advertising,Flashspan,Bank Transfer,Accounting,CC-554 ,Failed,INV-07853,12-02-2023,17-07-2023,0
3069,13-09-2024,18-12-2023,AUD,170507.97,Transfer,Payroll,Software Subscriptions,Thoughtmix,UPI,Marketing,CC-798 ,Failed,INV-56928,22-08-2023,12-10-2023,0
3070,26-12-2024,,NZD,78158.6,Income,Administration,Cloud Services,Dabshots,Bank Transfer,Sales,CC-770 ,Posted,INV-48663,27-07-2024,21-11-2023,0
3071,02-11-2024,08-07-2024,EUR,89494.78,Expense,Marketing,Advertising,Flashpoint,Credit Card,Services,CC-336 ,Posted,INV-64455,09-09-2023,09-09-2024,0
3072,20-03-2023,17-04-2023,IDR,82548.78,Transfer,Sales,Advertising,Yamia,UPI,Services,CC-739 ,Posted,INV-84614,12-02-2023,01-01-2025,0
3073,14-07-2024,31-01-2023,PHP,141633.03,Expense,Payroll,Cloud Services,Twitterbridge,Credit Card,Support,CC-806 ,Failed,INV-66845,18-08-2023,13-10-2024,0
3074,20-12-2024,27-03-2023,CNY,191131.22,Expense,Operations,Salaries,Mybuzz,UPI,Product Management,CC-872 ,Posted,INV-67163,10-04-2023,01-08-2024,0
3075,06-06-2023,02-11-2023,UZS,0,Income,Operations,Rent,Mudo,Debit Card,Product Management,CC-638 ,Failed,INV-12633,13-01-2025,09-01-2023,20856.56
3076,28-06-2023,24-08-2023,CNY,96838.28,Expense,Operations,Software Subscriptions,Npath,Bank Transfer,Engineering,CC-056 ,Reversed,INV-21653,26-06-2023,01-11-2023,0
3077,06-06-2024,27-04-2023,SYP,56710.2,Transfer,Operations,Cloud Services,Kare,UPI,Human Resources,CC-401 ,Posted,INV-12217,19-09-2023,06-02-2024,0
3078,06-11-2024,21-10-2024,SEK,31257.74,Income,Payroll,Rent,Dabjam,UPI,Support,CC-762 ,Reversed,INV-69532,21-08-2024,14-02-2025,0
3079,18-01-2024,25-05-2024,IDR,0,Transfer,Technology,Logistics,Dabshots,Credit Card,Legal,CC-118 ,Posted,INV-42445,18-12-2023,22-06-2023,15193.98
3080,23-04-2023,01-11-2023,BRL,86185.72,Income,Marketing,Salaries,Gigaclub,UPI,Services,CC-527 ,Reversed,INV-79364,15-11-2023,14-07-2024,0
3081,25-12-2023,16-06-2023,BRL,5977.13,Transfer,Operations,Software Subscriptions,Skippad,Credit Card,Legal,CC-309 ,Reversed,INV-20619,07-10-2023,19-01-2024,0
3082,30-06-2024,20-04-2024,IDR,183089.74,Income,Sales,Salaries,Dabshots,Cash,Training,CC-128 ,Failed,INV-81209,18-07-2023,25-10-2023,0
3083,01-06-2023,11-06-2023,IDR,104788.93,Transfer,Sales,Logistics,Blogpad,Cash,Research and Development,CC-392 ,Pending,INV-30520,03-04-2025,05-12-2024,0
3084,09-09-2023,01-09-2024,CAD,0,Transfer,Administration,Salaries,Shuffledrive,Credit Card,Accounting,CC-787 ,Pending,INV-20244,25-05-2024,15-07-2024,12676.85
3085,02-03-2023,28-01-2024,SEK,89239.24,Expense,Technology,Salaries,Photobug,Bank Transfer,Support,CC-781 ,Failed,INV-48122,11-02-2024,21-07-2023,0
3086,14-07-2023,13-03-2024,NGN,128792.04,Expense,Administration,Advertising,Zoovu,Bank Transfer,Research and Development,CC-788 ,Failed,INV-03569,28-03-2024,07-03-2023,0
3087,22-05-2024,27-06-2023,IDR,82846.92,Transfer,Technology,Rent,Quire,Bank Transfer,Support,CC-665 ,Posted,INV-38388,22-11-2023,25-07-2023,0
3088,05-09-2024,02-12-2024,CNY,174081.71,Transfer,Technology,Cloud Services,Gabvine,UPI,Training,CC-187 ,Posted,INV-79817,19-02-2024,02-07-2024,0
3089,01-12-2024,17-12-2023,CZK,154586.99,Expense,Technology,Logistics,Chatterpoint,Cash,Human Resources,CC-206 ,Posted,INV-23064,15-09-2024,12-07-2024,0
3090,26-01-2023,09-11-2024,PLN,124621.58,Expense,Payroll,Cloud Services,Quinu,Credit Card,Legal,CC-970 ,Reversed,INV-48337,17-02-2024,21-04-2023,0
3091,15-01-2023,20-08-2024,CNY,0,Income,Technology,Advertising,Twitterworks,Bank Transfer,Business Development,CC-902 ,Failed,INV-19288,07-07-2024,11-04-2023,48172.67
3092,10-07-2023,26-09-2024,EGP,357.59,Expense,Payroll,Rent,Realmix,Cash,Services,CC-945 ,Pending,INV-53879,28-05-2023,16-02-2025,0
3093,27-05-2024,06-04-2024,EUR,148962.8,Transfer,Marketing,Software Subscriptions,Gigazoom,Debit Card,Research and Development,CC-571 ,Reversed,INV-37507,13-03-2024,27-01-2023,0
3094,05-09-2023,02-04-2024,PEN,0,Transfer,Technology,Salaries,Skinder,UPI,Research and Development,CC-226 ,Posted,INV-04472,01-12-2024,18-01-2023,5606.28
3095,26-06-2023,23-12-2024,RUB,195201.52,Income,Technology,Logistics,Jayo,Cash,Support,CC-913 ,Failed,INV-28692,26-02-2024,31-07-2024,0
3096,27-07-2024,22-09-2024,IDR,0,Transfer,Payroll,Logistics,Mynte,Cash,Engineering,CC-554 ,Posted,INV-54273,14-12-2023,09-12-2024,38312.88
3097,22-03-2023,10-10-2024,IDR,0,Transfer,Administration,Advertising,Wordtune,Debit Card,Accounting,CC-609 ,Reversed,INV-62369,03-03-2024,03-07-2024,14414.62
3098,20-08-2024,16-11-2023,RUB,5385.29,Transfer,Payroll,Cloud Services,Centizu,Bank Transfer,Engineering,CC-935 ,Reversed,INV-13916,20-04-2023,05-01-2025,0
3099,19-08-2024,06-08-2023,RUB,117964.45,Income,Payroll,Salaries,Vimbo,UPI,Engineering,CC-327 ,Failed,INV-85716,18-01-2023,17-03-2024,0
3100,28-08-2023,18-02-2023,EGP,29066.04,Income,Technology,Rent,Chatterpoint,Debit Card,Human Resources,CC-621 ,Failed,INV-71150,26-12-2024,10-03-2025,0
3101,06-04-2024,20-12-2023,EUR,93842.71,Transfer,Marketing,Advertising,Rooxo,Debit Card,Research and Development,CC-102 ,Posted,INV-10232,27-05-2023,11-07-2024,0
3102,03-01-2023,27-02-2023,TZS,46339.35,Income,Operations,Advertising,Edgeclub,UPI,Human Resources,CC-299 ,Reversed,INV-97260,22-10-2024,24-11-2024,0
3103,12-02-2024,16-05-2024,CZK,142023.84,Transfer,Operations,Advertising,Quinu,Credit Card,Support,CC-454 ,Failed,INV-26933,05-06-2023,01-02-2025,0
3104,13-04-2023,26-11-2024,USD,93956.9,Income,Technology,Logistics,Zava,Debit Card,Accounting,CC-180 ,Pending,INV-66971,04-08-2023,22-09-2023,0
3105,17-09-2024,12-10-2023,CNY,127824.23,Income,Sales,Cloud Services,Skyba,Credit Card,Engineering,CC-829 ,Posted,INV-40360,11-04-2024,23-10-2024,0
3106,25-07-2024,,AMD,0,Transfer,Payroll,Logistics,Chatterpoint,Debit Card,Research and Development,CC-958 ,Pending,INV-34378,28-01-2024,04-12-2024,26748.04
3107,25-05-2024,07-05-2023,ALL,107623.72,Transfer,Sales,Logistics,Topiclounge,Debit Card,Support,CC-257 ,Posted,INV-10389,22-08-2024,21-01-2023,0
3108,11-08-2023,15-02-2023,RUB,118182.15,Income,Operations,Logistics,Yambee,UPI,Engineering,CC-220 ,Pending,INV-51333,05-08-2024,31-08-2023,0
3109,27-07-2023,27-09-2023,CNY,49578.95,Expense,Administration,Cloud Services,Feedmix,Debit Card,Engineering,CC-537 ,Reversed,INV-54090,27-03-2024,10-07-2023,0
3110,17-06-2024,29-07-2023,PLN,138164.74,Expense,Technology,Cloud Services,Zoozzy,Debit Card,Marketing,CC-149 ,Posted,INV-97137,03-02-2023,10-02-2025,0
3111,06-04-2024,05-01-2023,EGP,195273.79,Expense,Marketing,Logistics,Meevee,Credit Card,Product Management,CC-892 ,Pending,INV-69709,21-04-2024,01-02-2025,0
3112,16-07-2024,15-06-2023,CZK,30994.13,Expense,Operations,Rent,Jaxspan,UPI,Accounting,CC-597 ,Pending,INV-11590,02-12-2025,19-02-2024,0
3113,23-12-2024,18-11-2024,AUD,136353.44,Income,Sales,Logistics,Zoozzy,Credit Card,Services,CC-223 ,Reversed,INV-35685,22-04-2023,30-03-2023,0
3114,30-03-2023,28-05-2023,IDR,51536.56,Income,Administration,Rent,Mycat,UPI,Training,CC-509 ,Pending,INV-86912,22-07-2023,12-05-2023,0
3115,18-06-2023,10-10-2023,CNY,130749.87,Income,Marketing,Cloud Services,Oyonder,Cash,Services,CC-700 ,Reversed,INV-43014,06-02-2024,24-08-2024,0
3116,14-03-2023,18-04-2023,RUB,0,Expense,Marketing,Logistics,InnoZ,Debit Card,Research and Development,CC-553 ,Posted,INV-50040,27-11-2023,13-10-2023,22407.45
3117,03-11-2023,26-11-2024,PHP,145736.29,Expense,Payroll,Software Subscriptions,Agimba,UPI,Product Management,CC-098 ,Pending,INV-41165,04-08-2024,07-05-2023,0
3118,31-03-2023,21-12-2023,IDR,57948.77,Expense,Payroll,Salaries,Dynabox,Debit Card,Support,CC-520 ,Failed,INV-55970,01-08-2023,24-06-2024,0
3119,20-04-2023,,PHP,35100.76,Transfer,Sales,Cloud Services,Quamba,Credit Card,Legal,CC-291 ,Reversed,INV-38982,18-08-2024,23-09-2023,0
3120,29-06-2024,19-03-2024,CNY,101316.28,Income,Marketing,Rent,Avaveo,Bank Transfer,Training,CC-872 ,Pending,INV-20067,19-09-2023,25-05-2024,0
3121,19-06-2023,09-03-2023,GTQ,191564.77,Income,Sales,Advertising,Aimbo,Cash,Legal,CC-492 ,Pending,INV-72431,26-09-2023,19-05-2023,0
3122,10-06-2024,08-08-2024,EUR,28822.45,Income,Marketing,Salaries,Flipstorm,Debit Card,Business Development,CC-097 ,Pending,INV-32422,07-06-2024,30-04-2024,0
3123,04-01-2023,19-08-2023,JPY,150754.71,Transfer,Marketing,Advertising,Twimbo,UPI,Marketing,CC-354 ,Failed,INV-52808,09-01-2023,11-11-2023,0
3124,08-07-2024,05-08-2024,IDR,177320.9,Transfer,Marketing,Rent,Skyvu,UPI,Support,CC-178 ,Failed,INV-93793,04-01-2024,09-07-2024,0
3125,16-10-2023,01-05-2024,ARS,83814.25,Expense,Marketing,Cloud Services,Skidoo,Cash,Business Development,CC-296 ,Reversed,INV-97457,12-07-2023,18-06-2024,0
3126,26-12-2024,06-12-2023,AUD,0,Income,Administration,Logistics,Ainyx,Bank Transfer,Sales,CC-658 ,Reversed,INV-20384,12-02-2024,28-11-2023,47071.21
3127,02-09-2024,28-05-2023,JPY,185506.4,Income,Technology,Logistics,Buzzshare,UPI,Legal,CC-146 ,Failed,INV-38129,22-12-2024,13-12-2024,0
3128,01-10-2023,14-06-2023,EUR,0,Expense,Payroll,Rent,Vipe,UPI,Business Development,CC-655 ,Posted,INV-89163,29-10-2023,01-01-2023,26826.95
3129,16-12-2024,17-11-2024,PLN,34326.61,Transfer,Administration,Advertising,Youfeed,UPI,Support,CC-691 ,Pending,INV-33609,13-04-2024,07-03-2023,0
3130,01-12-2024,01-03-2024,CNY,14121.24,Income,Administration,Advertising,Skinix,Credit Card,Business Development,CC-093 ,Reversed,INV-96837,08-03-2024,08-09-2024,0
3131,26-08-2024,04-02-2023,PEN,0,Transfer,Payroll,Software Subscriptions,Yambee,Bank Transfer,Product Management,CC-940 ,Reversed,INV-13194,02-03-2024,10-01-2025,10890.41
3132,06-06-2023,19-06-2024,BRL,143252.49,Income,Operations,Salaries,Omba,UPI,Product Management,CC-443 ,Posted,INV-98562,20-04-2024,15-12-2023,0
3133,13-02-2024,,KMF,92756.54,Income,Marketing,Logistics,Trunyx,Credit Card,Services,CC-450 ,Pending,INV-19057,15-06-2023,24-09-2023,0
3134,22-11-2023,02-01-2024,UAH,0,Income,Payroll,Software Subscriptions,Edgeify,UPI,Accounting,CC-499 ,Pending,INV-31447,22-04-2023,01-08-2023,26791.78
3135,10-12-2024,04-05-2023,BGN,198866.22,Income,Payroll,Cloud Services,Voolia,Bank Transfer,Services,CC-447 ,Posted,INV-05908,08-02-2024,19-09-2024,0
3136,11-08-2023,20-05-2023,UAH,0,Expense,Administration,Advertising,Voolia,UPI,Product Management,CC-431 ,Reversed,INV-88960,02-08-2024,07-03-2023,30936.91
3137,04-07-2023,,EUR,107293.22,Transfer,Marketing,Salaries,Muxo,Credit Card,Services,CC-010 ,Pending,INV-05380,03-07-2024,19-01-2025,0
3138,04-07-2024,25-09-2024,PLN,86492.46,Transfer,Technology,Rent,Vipe,Cash,Sales,CC-428 ,Failed,INV-29078,15-03-2023,19-03-2025,0
3139,19-08-2023,22-04-2024,MGA,89787.29,Expense,Payroll,Advertising,Eamia,Credit Card,Engineering,CC-011 ,Reversed,INV-48648,27-01-2023,31-03-2023,0
3140,14-05-2023,22-09-2024,IDR,152377.36,Expense,Marketing,Salaries,Meeveo,Credit Card,Legal,CC-353 ,Reversed,INV-09492,01-06-2025,08-05-2024,0
3141,04-03-2024,08-08-2024,EUR,185725.34,Expense,Operations,Logistics,Katz,Debit Card,Sales,CC-102 ,Pending,INV-64012,04-12-2023,29-01-2023,0
3142,20-11-2023,,EUR,143415.53,Income,Sales,Salaries,Rhyloo,Credit Card,Services,CC-738 ,Posted,INV-49191,01-10-2023,15-10-2024,0
3143,05-11-2024,08-02-2023,EUR,0,Expense,Technology,Salaries,Bubblebox,Debit Card,Product Management,CC-276 ,Posted,INV-69190,06-07-2024,26-09-2024,46865.37
3144,21-11-2024,26-11-2023,RUB,89537.28,Transfer,Payroll,Salaries,Yodo,Debit Card,Training,CC-102 ,Posted,INV-48773,03-06-2024,23-08-2024,0
3145,07-04-2023,01-07-2024,EUR,141390.45,Transfer,Marketing,Salaries,Reallinks,UPI,Accounting,CC-458 ,Reversed,INV-08344,03-02-2024,03-05-2024,0
3146,31-03-2023,15-01-2023,CNY,12801.4,Expense,Administration,Logistics,Mudo,UPI,Product Management,CC-339 ,Posted,INV-35143,13-02-2023,25-08-2024,0
3147,25-09-2024,06-12-2023,CNY,35646.88,Income,Technology,Advertising,Avaveo,Credit Card,Business Development,CC-111 ,Failed,INV-89446,04-02-2023,26-08-2024,0
